"","city","year","weekofyear","precipitation_amt_mm","reanalysis_air_temp_k","reanalysis_avg_temp_k","reanalysis_dew_point_temp_k","reanalysis_max_air_temp_k","reanalysis_min_air_temp_k","reanalysis_precip_amt_kg_per_m2","reanalysis_relative_humidity_percent","reanalysis_sat_precip_amt_mm","reanalysis_specific_humidity_g_per_kg","reanalysis_tdtr_k","station_avg_temp_c","station_diur_temp_rng_c","station_max_temp_c","station_min_temp_c","station_precip_mm","train_label$total_cases"
"53","sj",1991,18,0,298.831428571,299.071428571,294.97,301,297.1,8.38,79.36,0,16.3142857143,2.8,27.3142857143,7.71428571429,32.2,22.8,2.8,17
"54","sj",1991,19,35.38,298.638571429,298.721428571,294.812857143,300.9,297.2,20.6,79.5414285714,35.38,16.1857142857,2.41428571429,26.9285714286,6.92857142857,31.7,22.8,40.2,12
"55","sj",1991,20,4.16,298.325714286,298.407142857,294.618571429,300.1,296.6,35.37,80.0671428571,4.16,15.9742857143,2.5,26.5285714286,6.58571428571,30.6,22.8,32.8,17
"56","sj",1991,21,51.16,298.584285714,298.457142857,295.124285714,300.4,297,59.3,81.3014285714,51.16,16.5014285714,1.85714285714,27.3857142857,6.7,31.7,22.8,3.6,10
"57","sj",1991,22,55.37,298.808571429,298.885714286,295.274285714,301.1,297.3,43.4,81.0885714286,55.37,16.6457142857,2.14285714286,27.9428571429,7.01428571429,33.3,23.3,5.6,15
"58","sj",1991,23,8.08,299.518571429,299.75,294.925714286,301.6,297.4,5,76.0742857143,8.08,16.3242857143,2.87142857143,28.0714285714,7.5,33.3,23.3,20.6,19
"59","sj",1991,24,6.09,299.891428571,300.071428571,295.492857143,301.8,298.4,5.82,77.0357142857,6.09,16.8828571429,2.4,28.2285714286,7.97142857143,33.9,23.9,9.4,21
"60","sj",1991,25,44.25,299.775714286,299.971428571,296.3,301.9,298.4,17,81.4214285714,44.25,17.7042857143,2.17142857143,28.9285714286,7.14285714286,33.9,25,3.3,14
"61","sj",1991,26,73.76,299.41,299.478571429,296.228571429,302.5,297.7,37.8,82.7457142857,73.76,17.6285714286,2.04285714286,27.9142857143,7.4,32.8,22.8,12.4,18
"62","sj",1991,27,26.7,299.371428571,299.385714286,295.945714286,302.4,297.4,51.99,81.6942857143,26.7,17.3528571429,2.14285714286,28.3714285714,6.6,32.8,23.9,24.7,13
"63","sj",1991,28,6.13,300.001428571,300.171428571,295.791428571,302.1,297.9,18.7,77.8771428571,6.13,17.1514285714,2.42857142857,28.4142857143,6.67142857143,32.8,24.4,4.6,14
"64","sj",1991,29,29.67,300.234285714,300.342857143,296.081428571,302.2,298.6,23.6,78.2414285714,29.67,17.4728571429,2.42857142857,28.8,6.91428571429,33.9,23.9,12.2,18
"65","sj",1991,30,56.58,299.808571429,299.978571429,296.332857143,302.1,298.2,27.4,81.4828571429,56.58,17.7342857143,2.24285714286,28,5.88571428571,32.8,24.4,43.1,23
"66","sj",1991,31,48.41,299.852857143,299.964285714,296.478571429,302,298.3,34.39,81.8971428571,48.41,17.8785714286,2.3,28.5714285714,6.34285714286,33.3,25,18,25
"67","sj",1991,32,13.29,299.831428571,299.864285714,296.468571429,301.8,298.1,31.5,81.96,13.29,17.8957142857,2.24285714286,28.5,6.51428571429,32.8,24.4,12.5,62
"68","sj",1991,33,0,300.42,300.65,296.484285714,302.8,298.7,20.4,79.1971428571,0,17.9114285714,2.18571428571,29.4285714286,5.47142857143,33.3,25.6,3.3,60
"69","sj",1991,34,51.88,300.311428571,300.385714286,296.581428571,302.6,298.3,25.47,80.2557142857,51.88,18.0114285714,2.4,29.2714285714,7.51428571429,34.4,24.4,1.5,76
"70","sj",1991,35,55.2,300.117142857,300.2,296.67,302.3,298.6,23.8,81.5942857143,55.2,18.0914285714,2.37142857143,28.1571428571,7,32.2,23.9,10.7,66
"71","sj",1991,36,65.9,300.105714286,300.15,296.798571429,302.3,298.4,42.33,82.31,65.9,18.2628571429,2.12857142857,28.9428571429,7.54285714286,34.4,24.4,27.2,64
"72","sj",1991,37,33.56,300.54,300.635714286,296.451428571,302.8,298.7,11.4,78.6271428571,33.56,17.8957142857,3.04285714286,28.9714285714,7.7,33.9,23.3,61,68
"73","sj",1991,38,29.53,300.527142857,300.6,296.901428571,303,298.8,28.8,80.8771428571,29.53,18.4,2.45714285714,28.9142857143,6.8,33.3,24.4,7.9,89
"74","sj",1991,39,73.55,300.06,300.05,296.59,302.4,298.2,77.5,81.4242857143,73.55,18.0442857143,2.07142857143,28.1428571429,6.68571428571,32.8,24.4,31.8,92
"75","sj",1991,40,31.68,299.65,299.692857143,296.397142857,301.6,298.3,60,82.4857142857,31.68,17.85,2.04285714286,27.7428571429,6.91428571429,32.8,23.3,26.5,140
"76","sj",1991,41,32.1,299.562857143,299.671428571,295.887142857,302,297.6,55.1,80.5157142857,32.1,17.3442857143,2.25714285714,27.6571428571,6.61428571429,31.7,22.8,8.3,116
"77","sj",1991,42,3.29,299.897142857,299.921428571,296.018571429,302,298.1,31.19,79.3828571429,3.29,17.4314285714,2.3,28.5428571429,7.62857142857,33.9,24.4,21.3,142
"78","sj",1991,43,50.24,299.891428571,299.992857143,295.455714286,302,298,12.6,76.7771428571,50.24,16.85,2.81428571429,27.8285714286,7.08571428571,32.8,23.3,3.5,129
"79","sj",1991,44,72.61,299.905714286,299.992857143,295.918571429,302.4,298.1,26.83,78.9871428571,72.61,17.3757142857,3.04285714286,28.1142857143,7.25714285714,32.8,24.4,4.8,140
"80","sj",1991,45,42.92,299.09,299.278571429,295.567142857,302.6,297.3,74.83,81.0585714286,42.92,16.9671428571,2.9,27.1857142857,6.75714285714,32.2,22.8,41.4,140
"81","sj",1991,46,78.73,298.685714286,298.785714286,295.615714286,301,297.4,72.7,83.5142857143,78.73,17.0614285714,1.97142857143,26.6571428571,6.74285714286,31.1,22.2,28.2,127
"82","sj",1991,47,0,298.698571429,298.707142857,294.03,300.8,297.1,15.1,75.5485714286,0,15.46,2.27142857143,26.3142857143,6.81428571429,30,22.2,9.4,129
"83","sj",1991,48,35.34,298.375714286,298.5,294.938571429,301.1,296.9,78.43,81.4857142857,35.34,16.3228571429,2.02857142857,26.2714285714,6.58571428571,30,22.2,76.2,169
"84","sj",1991,49,0,298.642857143,298.842857143,294.974285714,300.5,297.7,35.1,80.2757142857,0,16.34,1.8,26.7285714286,6.05714285714,30.6,23.3,19.6,141
"85","sj",1991,50,0,298.518571429,298.592857143,294.514285714,300.2,297.3,26.8,78.6214285714,0,15.8842857143,2.01428571429,25.6142857143,5.85714285714,29.4,21.7,34.2,108
"86","sj",1991,51,0,298.084285714,298.135714286,292.865714286,299.6,296.6,8.76,72.8614285714,0,14.3357142857,2.07142857143,25,6.15714285714,28.9,20.6,6.1,78
"87","sj",1991,52,0,296.521428571,296.507142857,292.045714286,299.2,294.3,19.3,76.1271428571,0,13.6357142857,2.21428571429,24.3571428571,6.18571428571,28.3,19.4,13.7,70
"89","sj",1992,2,200.85,297.912857143,298.121428571,294.457142857,300.4,296.1,18.3,81.3,200.85,15.8785714286,2.3,25.6571428571,7.5,30.6,20.6,58.2,104
"90","sj",1992,3,3.12,297.338571429,297.485714286,294.467142857,300.2,295.6,19.8,84.1171428571,3.12,15.8328571429,1.85714285714,25.4714285714,6.17142857143,31.1,21.7,32.3,90
"91","sj",1992,4,0,297.091428571,297.335714286,293.021428571,299.5,295.6,5.11,78.2914285714,0,14.4828571429,2.35714285714,24.8571428571,7.44285714286,30.6,20,1.3,85
"92","sj",1992,5,0,297.42,297.55,292.718571429,299.3,295.5,6.5,75.22,0,14.1857142857,2.44285714286,24.8,6.58571428571,28.9,20,9.2,55
"93","sj",1992,6,0,296.92,297.128571429,292.617142857,300.7,294.5,16.2,77.0585714286,0,14.1228571429,3.4,24.7142857143,7.35714285714,30.6,20,3,53
"97","sj",1992,10,0,297.651428571,297.8,293.317142857,299.8,295.7,5.5,76.8785714286,0,14.7014285714,2.31428571429,25.6571428571,7.81428571429,31.1,20.6,2.9,59
"98","sj",1992,11,23.22,297.634285714,297.785714286,293.54,299.6,296.1,12.6,78.0571428571,23.22,14.9442857143,2.51428571429,25.7857142857,7.75714285714,31.7,21.7,5.9,40
"99","sj",1992,12,0,297.947142857,298.15,293.708571429,300.4,295.5,3.56,77.5057142857,0,15.1357142857,2.7,26.1,7.85714285714,31.1,21.7,4.8,37
"100","sj",1992,13,0,297.218571429,297.428571429,293.578571429,300.3,295.8,21,80.2385714286,0,14.9685714286,2.8,26.2,5.71428571429,32.2,22.2,2.3,29
"101","sj",1992,14,122.27,297.982857143,298.071428571,293.884285714,300.2,296,16.2,78.0671428571,122.27,15.2642857143,2.74285714286,26.2285714286,7.52857142857,31.1,21.7,24.1,30
"102","sj",1992,15,43.21,298.682857143,298.878571429,294.195714286,301.6,295.9,11.1,76.3757142857,43.21,15.6128571429,3.61428571429,26.9857142857,7.84285714286,32.8,21.7,0,30
"103","sj",1992,16,83.11,297.831428571,298,294.942857143,300.4,296.6,70.6,84.1842857143,83.11,16.3242857143,2.14285714286,26.8142857143,5.88571428571,31.7,22.8,24.5,28
"104","sj",1992,17,36.16,298.088571429,298.257142857,294.048571429,300.6,296.5,25.8,78.4257142857,36.16,15.4528571429,2.82857142857,26.6714285714,7.24285714286,31.7,22.2,4.6,23
"105","sj",1992,18,0,298.197142857,298.521428571,293.4,302.1,295.6,4,74.9328571429,0,14.9,3.61428571429,27.3714285714,6.5,33.9,23.3,1.6,24
"106","sj",1992,19,13.92,298.335714286,298.442857143,294.221428571,302.1,296,45,78.48,13.92,15.75,3,26.7857142857,6.91428571429,33.9,22.2,32,29
"107","sj",1992,20,2.94,298.334285714,298.514285714,294.275714286,300.4,296.4,27.5,78.3814285714,2.94,15.6871428571,2.22857142857,27.4428571429,5.95714285714,31.1,22.8,8.1,26
"108","sj",1992,21,71.85,298.408571429,298.557142857,295.767142857,301,296.8,570.5,85.6471428571,71.85,17.2328571429,2.71428571429,27.8571428571,6.77142857143,32.8,23.3,22.1,23
"109","sj",1992,22,186.25,298.615714286,298.75,296.334285714,301.4,297,130.3,87.3014285714,186.25,17.8328571429,2.35714285714,27.4285714286,5.95714285714,31.7,23.9,80.2,20
"110","sj",1992,23,42.24,299.104285714,299.228571429,296.522857143,301,297.8,50,85.8271428571,42.24,17.9957142857,2.11428571429,27.5,6.91428571429,31.7,22.8,103.9,19
"111","sj",1992,24,43.21,298.901428571,298.964285714,296.154285714,300.5,297.6,43.8,84.87,43.21,17.57,1.98571428571,28.2,6.87142857143,32.8,24.4,102.4,20
"112","sj",1992,25,52.07,298.931428571,298.957142857,296.042857143,301,297,37.1,84.2485714286,52.07,17.4414285714,2,28.2857142857,6.74285714286,32.8,24.4,29.8,26
"113","sj",1992,26,52.96,299.568571429,299.55,296.384285714,301.8,298,33.7,82.7771428571,52.96,17.8071428571,1.72857142857,28.4857142857,7.02857142857,32.8,23.9,5.4,29
"114","sj",1992,27,10.74,300.177142857,300.378571429,296.275714286,301.8,298.3,10,79.3342857143,10.74,17.6671428571,2.27142857143,29.2285714286,6.64285714286,33.3,25.6,3.1,31
"115","sj",1992,28,1.86,300.285714286,300.564285714,296.198571429,302.2,298.7,5.4,78.4971428571,1.86,17.5685714286,2.78571428571,28.7285714286,6.61428571429,32.8,24.4,1.8,28
"116","sj",1992,29,94.14,299.79,299.828571429,296.052857143,301.8,298,46.1,80.15,94.14,17.43,2,27.6285714286,6.04285714286,31.7,23.9,45.2,26
"117","sj",1992,30,33.51,299.227142857,299.371428571,295.875714286,301.1,298,69.04,81.9842857143,33.51,17.2485714286,2.02857142857,27.5571428571,6.85714285714,31.7,23.3,41,32
"118","sj",1992,31,31.12,299.025714286,299.107142857,295.745714286,300.8,297.7,58.8,82.3457142857,31.12,17.1142857143,1.81428571429,27.9714285714,6.92857142857,32.2,22.8,14.2,35
"119","sj",1992,32,59.22,299.755714286,299.914285714,296.158571429,301.5,297.6,27.1,80.7842857143,59.22,17.5471428571,2.42857142857,28.0714285714,6.1,31.7,23.3,16.6,33
"120","sj",1992,33,65.55,299.215714286,299.221428571,296.007142857,301.3,297.8,81.8,82.75,65.55,17.4157142857,1.95714285714,27.6714285714,7.55714285714,31.7,22.8,41.9,30
"121","sj",1992,34,68.22,299.491428571,299.735714286,296.214285714,301.9,298.3,61.6,82.3171428571,68.22,17.6014285714,2.24285714286,28.2142857143,6.92857142857,33.9,24.4,42.7,52
"122","sj",1992,35,27.7,300.067142857,300.157142857,296.057142857,302.2,298.1,28.9,78.8642857143,27.7,17.4585714286,2.42857142857,28.2714285714,6.82857142857,32.2,23.9,3.1,59
"123","sj",1992,36,61.55,300.108571429,300.157142857,296.175714286,302,298.4,34.36,79.2042857143,61.55,17.5642857143,2.2,28.7285714286,7.48571428571,34.4,24.4,6.5,67
"124","sj",1992,37,21.34,299.727142857,299.757142857,295.937142857,302.2,298.2,87.2,79.93,21.34,17.3528571429,2.02857142857,28.0285714286,6.54285714286,32.2,23.9,23.6,65
"125","sj",1992,38,41.32,299.978571429,300.071428571,296.111428571,302.2,298.4,32.6,79.5257142857,41.32,17.5414285714,2.34285714286,28.1428571429,7.08571428571,32.8,23.9,28.9,74
"126","sj",1992,39,95.55,299.292857143,299.378571429,296.281428571,301.4,297.9,116.79,83.7,95.55,17.7514285714,2.04285714286,27.5571428571,7.24285714286,32.8,23.3,60.9,70
"127","sj",1992,40,97.7,299.624285714,299.707142857,296.13,302.3,297.6,34.2,81.2971428571,97.7,17.6042857143,2.3,27.9714285714,7.22857142857,33.3,23.3,22.6,61
"128","sj",1992,41,23.1,300.267142857,300.328571429,296.424285714,302.8,298.3,19.4,79.7371428571,23.1,17.8971428571,3.25714285714,28.8857142857,7.8,35,23.9,0,53
"129","sj",1992,42,18.95,300.118571429,300.228571429,295.892857143,302.6,297.7,11.3,77.8342857143,18.95,17.3085714286,2.97142857143,29.1571428571,7.11428571429,33.3,25,8,76
"130","sj",1992,43,12.18,299.848571429,299.914285714,295.645714286,301.6,298.4,21.5,77.8757142857,12.18,17.0442857143,2.51428571429,28.6571428571,7.45714285714,32.8,23.9,11.9,61
"131","sj",1992,44,80.58,299.802857143,299.842857143,295.805714286,302.3,297,25,78.91,80.58,17.2471428571,3.02857142857,28.6714285714,7.28571428571,33.3,23.9,18.6,57
"132","sj",1992,45,64,299.807142857,299.85,296.27,301.5,298.5,27.7,81.0528571429,64,17.73,2.07142857143,28.3857142857,7.7,33.3,22.2,14.2,44
"133","sj",1992,46,40.06,299.041428571,299.207142857,295.074285714,300.9,297.4,31.72,79.0128571429,40.06,16.4814285714,2.41428571429,27.5428571429,6.84285714286,31.7,22.8,161,34
"134","sj",1992,47,43.44,298.342857143,298.285714286,294.652857143,300.6,296.6,49.97,80.2557142857,43.44,16.0671428571,1.82857142857,26.6857142857,7,31.1,22.2,26.1,47
"135","sj",1992,48,47.42,298.664285714,298.742857143,296.041428571,301.1,296.9,128.1,85.5871428571,47.42,17.5285714286,2,27.4,6.77142857143,32.8,23.3,46.3,60
"136","sj",1992,49,53.73,298.46,298.55,295.252857143,300.6,297,54.8,82.6485714286,53.73,16.6785714286,1.92857142857,26.6285714286,7.24285714286,31.1,22.2,62.6,60
"137","sj",1992,50,86.28,298.734285714,298.914285714,294.65,300.5,297.5,19.23,78.3114285714,86.28,16.0242857143,2.11428571429,26.9142857143,7.18571428571,31.1,22.2,9.4,53
"138","sj",1992,51,0,298.285714286,298.507142857,293.828571429,300.7,296.4,24.94,76.6614285714,0,15.2514285714,2.64285714286,26.6857142857,8.38571428571,32.2,21.7,47.5,36
"139","sj",1992,52,0,297.172857143,297.35,292.8,299.1,296.1,23.8,76.7571428571,0,14.3242857143,1.92857142857,25.9142857143,6.48571428571,29.4,21.7,5.5,31
"141","sj",1993,1,46.79,297.467142857,297.55,294.15,299.4,296.1,41.9,81.8785714286,46.79,15.52,1.9,25.8714285714,6.5,30.6,21.7,28,32
"142","sj",1993,2,0,297.331428571,297.342857143,293.068571429,299.2,296.2,27.5,77.1442857143,0,14.4671428571,1.71428571429,24.5,7.04285714286,28.3,20.6,23.5,28
"143","sj",1993,3,0,297.401428571,297.628571429,293.075714286,299.5,296.2,11.2,76.9842857143,0,14.49,2.2,24.8571428571,7.12857142857,30,20,6.6,33
"144","sj",1993,4,0,296.967142857,297.128571429,292.841428571,299.2,295.5,21.8,77.8628571429,0,14.3071428571,2.08571428571,24.4,6.1,28.9,20,15.2,33
"145","sj",1993,5,75.97,297.624285714,297.685714286,294.032857143,300.4,295.6,26.3,80.61,75.97,15.4528571429,2.08571428571,26.6714285714,7.64285714286,31.7,19.4,9.4,35
"146","sj",1993,6,0,296.594285714,296.8,292.871428571,299.7,294.7,14.3,79.8257142857,0,14.3857142857,2.34285714286,25.4285714286,6.74285714286,30,20.6,2.1,22
"147","sj",1993,7,14.71,297.76,297.971428571,293.342857143,299.6,296.4,7.2,76.5328571429,14.71,14.7528571429,2.48571428571,26.2714285714,8.1,31.7,20.6,2.8,13
"148","sj",1993,8,0,296.768571429,296.871428571,292.301428571,300.1,294.6,21.5,76.2171428571,0,13.8271428571,2.77142857143,25.7,7.3,32.2,20.6,5.5,13
"149","sj",1993,9,0,297.014285714,297.242857143,291.911428571,299.7,295.2,1.8,73.2257142857,0,13.4942857143,2.8,25.5714285714,8.15714285714,30,21.1,2.3,21
"150","sj",1993,10,0,296.425714286,296.642857143,290.775714286,298.9,294.1,2.7,70.6457142857,0,12.5828571429,2.48571428571,24.9,7.61428571429,29.4,19.4,2.5,17
